ID,Flybase,Accession,Gene Name,logFC,logCPM,LR,PValue,fdr,Up-regulated in
GB42894,FBgn0025641,XM_006561849.1," PREDICTED: Apis mellifera dishevelled associated activator of morphogenesis (DAAM), transcript variant X1, mRNA",-1.069062601,6.162899317,12.18180944,0.000482578,0.006380022,Reproductive
GB50994,FBgn0035640,XM_006565998.1," PREDICTED: Apis mellifera mitotic spindle assembly checkpoint protein MAD2A-like (LOC102656337), transcript variant X2, mRNA",-1.06900721,5.356799779,17.7974591,2.46E-05,0.000695312,Reproductive
GB54376,#N/A,XM_006557727.1," PREDICTED: Apis mellifera solute carrier family 2, facilitated glucose transporter member 1-like (LOC409424), transcript variant X13, mRNA",-1.068930534,4.531568752,15.28545025,9.24E-05,0.001865207,Reproductive
GB51660,FBgn0000119,XM_006569833.1," PREDICTED: Apis mellifera low density lipoprotein receptor-related protein 6 (LRP6), mRNA",-1.068813379,4.475521898,17.40909728,3.01E-05,0.000812016,Reproductive
GB52048,#N/A,#N/A,#N/A,-1.068094353,2.903344989,9.599434963,0.001946373,0.017126275,Reproductive
GB54193,FBgn0011692,XM_624883.4," PREDICTED: Apis mellifera kinesin 6A (kinesin-6A), transcript variant X2, mRNA",-1.06771861,5.242311057,26.80918259,2.25E-07,2.42E-05,Reproductive
GB45794,FBgn0038569,XM_006572018.1," PREDICTED: Apis mellifera protein TAPT1 homolog (LOC412787), partial mRNA",-1.067409469,6.344695028,16.82724618,4.09E-05,0.001028336,Reproductive
GB44034,#N/A,XM_006567311.1," PREDICTED: Apis mellifera transportin-serine/arginine rich (Trn-SR), mRNA",-1.064488709,1.566633552,13.64004042,0.000221413,0.003598489,Reproductive
GB55984,FBgn0031769,XM_392946.5," PREDICTED: Apis mellifera protein RCC2 homolog (LOC409433), mRNA",-1.063796135,4.580135636,21.63700981,3.29E-06,0.000163064,Reproductive
GB41037,#N/A,XM_624116.4," PREDICTED: Apis mellifera f-box/LRR-repeat protein 2-like (LOC551728), transcript variant X2, mRNA",-1.063145301,3.528473034,21.46811442,3.60E-06,0.000173553,Reproductive
GB54300,FBgn0033210,XM_395530.3," PREDICTED: Apis mellifera U2 small nuclear ribonucleoprotein A' (U2A), transcript variant X1, mRNA",-1.062850341,3.397005807,21.95089519,2.80E-06,0.000144577,Reproductive
GB49132,FBgn0033737,XM_006558442.1," PREDICTED: Apis mellifera nucleoporin 54kDa (NUP54), transcript variant X1, mRNA",-1.061841885,5.061159459,22.23767494,2.41E-06,0.000132051,Reproductive
GB52330,#N/A,XM_006558346.1," PREDICTED: Apis mellifera knirps (Knr), transcript variant X1, mRNA",-1.061577971,2.631073621,15.84604003,6.87E-05,0.001500172,Reproductive
GB48542,#N/A,XR_409875.1," PREDICTED: Apis mellifera uncharacterized LOC100578757 (LOC100578757), ncRNA",-1.061129936,0.448808099,7.155944922,0.007471592,0.043154054,Reproductive
GB44559,FBgn0261933,XM_624935.3," PREDICTED: Apis mellifera small nuclear ribonucleoprotein at 69D ortholog (LOC552559), mRNA",-1.061094715,5.081339157,20.28520651,6.67E-06,0.000273998,Reproductive
GB48866,FBgn0053108,XM_006559792.1," PREDICTED: Apis mellifera UPF0692 protein CG33108-like (LOC551982), transcript variant X2, mRNA",-1.059805501,6.722186341,17.78197223,2.48E-05,0.000699692,Reproductive
GB40217,FBgn0025815,XM_006558304.1," PREDICTED: Apis mellifera DNA replication licensing factor Mcm6-like (LOC413064), transcript variant X1, mRNA",-1.058530392,3.870493738,13.7611833,0.000207581,0.003428702,Reproductive
GB44800,FBgn0035959,XR_411592.1," PREDICTED: Apis mellifera f-box only protein 33-like (LOC726014), transcript variant X3, misc_RNA",-1.058206712,4.459008368,14.17131666,0.000166895,0.00293535,Reproductive
GB49120,FBgn0003079,XM_396892.4," PREDICTED: Apis mellifera Raf kinase, effector of Ras (Raf1), mRNA",-1.05734531,2.48582628,12.45946569,0.000415879,0.005747224,Reproductive
GB55829,FBgn0259483,XM_394425.5," PREDICTED: Apis mellifera mps one binder kinase activator-like 4-like (LOC410949), transcript variant X2, mRNA",-1.05723648,3.6030261,16.8820976,3.98E-05,0.001004295,Reproductive
GB54654,#N/A,XM_006559967.1," PREDICTED: Apis mellifera uncharacterized LOC100577909 (LOC100577909), mRNA",-1.056885102,4.304880856,12.57260241,0.000391443,0.005513404,Reproductive
GB46786,FBgn0262866,XM_394955.4," PREDICTED: Apis mellifera RPS6-protein kinase-II (S6kII), transcript variant X1, mRNA",-1.056141724,4.531101717,21.15337665,4.24E-06,0.000195224,Reproductive
GB40788,#N/A,XM_003250200.2," PREDICTED: Apis mellifera potassium voltage-gated channel subfamily KQT member 1-like (LOC100576835), transcript variant X1, mRNA",-1.052987222,3.190966281,13.31304434,0.000263566,0.004103637,Reproductive
GB54970,#N/A,NM_001077819.1," Apis mellifera chemosensory protein 6 (CSP6), mRNA",-1.052673703,3.373585951,7.8586539,0.005057803,0.032901704,Reproductive
GB48490,#N/A,XM_006572399.1," PREDICTED: Apis mellifera f-box/WD repeat-containing protein 1A-like (LOC100576156), mRNA",-1.052517419,4.064203624,14.53450593,0.000137616,0.002534798,Reproductive
GB46435,#N/A,XM_006570070.1," PREDICTED: Apis mellifera uncharacterized LOC726972 (LOC726972), transcript variant X2, mRNA",-1.051867327,1.40021565,8.397740588,0.003756877,0.027146695,Reproductive
GB47435,FBgn0031952,XM_006570715.1," PREDICTED: Apis mellifera tyrosine-protein phosphatase CDC14 (cdc14), transcript variant X1, mRNA",-1.051483215,3.973904345,20.86372573,4.93E-06,0.000219118,Reproductive
GB46144,FBgn0032748,XR_411647.1," PREDICTED: Apis mellifera uncharacterized LOC725864 (LOC725864), misc_RNA",-1.050150655,6.539605714,10.7403586,0.00104824,0.01089816,Reproductive
GB51298,#N/A,#N/A,#N/A,-1.050133259,2.440810194,17.66941894,2.63E-05,0.000734152,Reproductive
GB47277,FBgn0026597,XM_006564380.1," PREDICTED: Apis mellifera Axis inhibition protein (Axin), transcript variant X1, mRNA",-1.048626075,3.749035845,15.65426835,7.60E-05,0.001622915,Reproductive
GB46484,#N/A,XR_411740.1," PREDICTED: Apis mellifera uncharacterized LOC100578657 (LOC100578657), transcript variant X3, ncRNA",-1.04775837,0.815891232,14.64022184,0.000130108,0.002411121,Reproductive
GB40466,FBgn0030672,XM_006559480.1," PREDICTED: Apis mellifera ATP-binding cassette sub-family F member 2-like (LOC413252), transcript variant X1, mRNA",-1.047339313,5.974878159,19.36032774,1.08E-05,0.0003816,Reproductive
GB54926,#N/A,XM_006571573.1," PREDICTED: Apis mellifera dual specificity protein phosphatase 15-like (LOC100578953), mRNA",-1.046646545,2.650838052,13.83162232,0.000199943,0.003342496,Reproductive
GB43932,FBgn0032506,XM_624371.3," PREDICTED: Apis mellifera uncharacterized LOC551988 (LOC551988), transcript variant X3, mRNA",-1.046388928,5.242205892,13.46438327,0.000243135,0.003844621,Reproductive
GB51137,#N/A,XR_410484.1," PREDICTED: Apis mellifera uncharacterized LOC102655115 (LOC102655115), ncRNA",-1.045733381,0.00120944,7.927529164,0.004868824,0.031932088,Reproductive
GB43072,#N/A,XM_003252012.2," PREDICTED: Apis mellifera uncharacterized LOC100578064 (LOC100578064), transcript variant X1, mRNA",-1.045578572,0.968744011,7.154514576,0.007477553,0.043157884,Reproductive
GB44507,FBgn0039451,XM_006567704.1," PREDICTED: Apis mellifera WD repeat-containing protein 20-like (LOC411604), transcript variant X1, mRNA",-1.043954397,5.140610405,16.0128479,6.29E-05,0.001417944,Reproductive
GB43863,FBgn0030699,XM_006563752.1," PREDICTED: Apis mellifera leucine-rich repeat flightless-interacting protein 2-like (LOC413006), transcript variant X2, mRNA",-1.042542399,6.152646006,22.83012321,1.77E-06,0.000106716,Reproductive
GB55438,FBgn0025639,XM_006568821.1," PREDICTED: Apis mellifera uncharacterized LOC411906 (LOC411906), mRNA",-1.04188221,4.952776489,18.51163497,1.69E-05,0.000535333,Reproductive
GB48440,#N/A,XM_006562876.1," PREDICTED: Apis mellifera uncharacterized LOC100577877 (LOC100577877), mRNA",-1.040542103,2.481583003,14.38173678,0.000149243,0.00270955,Reproductive
GB47307,FBgn0026876,XM_006564412.1," PREDICTED: Apis mellifera putative ATP-dependent RNA helicase DDX11-like protein 8-like (LOC725323), mRNA",-1.03975551,1.334543536,13.58738308,0.000227711,0.003669079,Reproductive
GB44535,FBgn0038244,XM_003251098.2," PREDICTED: Apis mellifera zinc finger protein 836-like (LOC100576817), mRNA",-1.039552259,4.187564744,16.67890978,4.43E-05,0.001089129,Reproductive
GB47090,#N/A,XM_006557590.1," PREDICTED: Apis mellifera uncharacterized LOC100577754 (LOC100577754), mRNA",-1.038295401,2.584798849,17.05818015,3.63E-05,0.000928977,Reproductive
GB50824,FBgn0046687,XM_006561131.1," PREDICTED: Apis mellifera protein trapped in endoderm-1-like (LOC725008), transcript variant X3, mRNA",-1.037645846,0.789242965,9.204349054,0.002414408,0.019972835,Reproductive
GB42853,FBgn0030747,XM_003249922.2," PREDICTED: Apis mellifera ATPase, class VI, type 11B (ATP11B), mRNA",-1.03661946,0.931831731,9.896000065,0.001656384,0.015317609,Reproductive
GB45926,FBgn0261065,XM_006563157.1," PREDICTED: Apis mellifera cleavage and polyadenylation specificity factor 73-like (LOC102653588), mRNA",-1.036037647,3.496191385,19.5160575,9.98E-06,0.000358132,Reproductive
GB49020,FBgn0028402,XM_397129.5," PREDICTED: Apis mellifera DNA-directed RNA polymerase III subunit 5 (RPC5), mRNA",-1.035796141,3.307196448,20.00925293,7.71E-06,0.00030029,Reproductive
GB48412,FBgn0024194,XM_006562818.1," PREDICTED: Apis mellifera protein-cysteine N-palmitoyltransferase Rasp (rasp), mRNA",-1.035578088,-0.817076312,9.155031185,0.002480352,0.02035174,Reproductive
GB42045,#N/A,XR_409891.1," PREDICTED: Apis mellifera uncharacterized LOC100576680 (LOC100576680), ncRNA",-1.035059071,-0.674474778,9.116286178,0.002533438,0.020642423,Reproductive
GB45255,FBgn0024227,XM_625108.3," PREDICTED: Apis mellifera serine/threonine-protein kinase Ial (Ial), transcript variant X1, mRNA",-1.034531092,4.729787381,26.59224867,2.51E-07,2.65E-05,Reproductive
GB41210,FBgn0027358,XM_001121893.3," PREDICTED: Apis mellifera mitochondrial import inner membrane translocase subunit Tim9-like (LOC726131), mRNA",-1.032489101,0.325586557,12.30986092,0.000450572,0.00605919,Reproductive
GB44648,FBgn0261041,XM_003251054.2," PREDICTED: Apis mellifera voltage-dependent calcium channel subunit alpha-2/delta-3-like (LOC408841), transcript variant X1, mRNA",-1.031808848,4.335896891,13.75618866,0.000208134,0.003430373,Reproductive
GB49803,FBgn0023509,XM_006568200.1," PREDICTED: Apis mellifera protein lin-9 homolog (LOC410863), mRNA",-1.031144962,3.890190874,21.33730324,3.85E-06,0.000181768,Reproductive
GB40296,FBgn0038640,XM_006557299.1," PREDICTED: Apis mellifera kanadaptin-like (LOC412637), mRNA",-1.030938117,4.416896498,19.85001261,8.38E-06,0.000316629,Reproductive
GB48331,FBgn0260658,XM_393394.4," PREDICTED: Apis mellifera uncharacterized LOC409903 (LOC409903), transcript variant X2, mRNA",-1.03039427,4.788162511,14.93293853,0.000111401,0.002137435,Reproductive
GB48360,FBgn0037031,XM_001121833.3," PREDICTED: Apis mellifera zinc finger protein 568-like (LOC726063), mRNA",-1.030256811,4.305867602,24.65944564,6.84E-07,5.44E-05,Reproductive
GB40548,FBgn0061197,XM_006559634.1," PREDICTED: Apis mellifera uncharacterized LOC100576096 (LOC100576096), transcript variant X3, mRNA",-1.030089538,3.777245944,13.65275438,0.000219918,0.003578824,Reproductive
GB41318,#N/A,#N/A,#N/A,-1.027626799,-1.088663616,7.042640663,0.00795916,0.045146392,Reproductive
GB46663,#N/A,XM_393855.5," PREDICTED: Apis mellifera uncharacterized LOC410375 (LOC410375), transcript variant X2, mRNA",-1.027517917,5.755716715,12.63150469,0.0003793,0.005422238,Reproductive
GB45416,#N/A,XM_003251614.2," PREDICTED: Apis mellifera uncharacterized LOC100576143 (LOC100576143), mRNA",-1.026621056,1.15819486,12.03194152,0.000522966,0.006726864,Reproductive
GB47226,FBgn0034447,XM_001120667.3," PREDICTED: Apis mellifera uncharacterized LOC724770 (LOC724770), mRNA",-1.026427532,3.486901551,22.23317144,2.41E-06,0.000132051,Reproductive
GB43472,#N/A,XR_408218.1," PREDICTED: Apis mellifera abhydrolase domain-containing protein FAM108C1-like (LOC413279), transcript variant X3, misc_RNA",-1.024234303,2.010615277,16.25792206,5.53E-05,0.00128441,Reproductive
GB55808,FBgn0020306,XM_006560966.1," PREDICTED: Apis mellifera uncharacterized LOC413341 (LOC413341), mRNA",-1.023971006,6.765265002,19.11943007,1.23E-05,0.000419692,Reproductive
GB48997,#N/A,XM_006565303.1," PREDICTED: Apis mellifera Scm-related gene containing four mbt domains (Sfmbt), mRNA",-1.022431399,1.485407739,9.32972725,0.002254659,0.018981607,Reproductive
GB54449,FBgn0031186,XM_395370.3," PREDICTED: Apis mellifera DDB1- and CUL4-associated factor 7-like (LOC411901), mRNA",-1.02215587,3.258422076,15.53567917,8.10E-05,0.00168433,Reproductive
GB43640,FBgn0052365,XM_003249599.2," PREDICTED: Apis mellifera uncharacterized LOC100576615 (LOC100576615), transcript variant X1, mRNA",-1.021840448,5.104881553,21.47897049,3.58E-06,0.000173123,Reproductive
GB54037,FBgn0004359,XM_001123212.3," PREDICTED: Apis mellifera uncharacterized LOC727502 (LOC727502), mRNA",-1.021571512,3.591663021,16.67534633,4.44E-05,0.001089129,Reproductive
GB47568,FBgn0014007,XM_006561385.1," PREDICTED: Apis mellifera protein tyrosine phosphatase receptor (LOC725118), mRNA",-1.021275166,5.181052252,15.93216974,6.57E-05,0.001457333,Reproductive
GB42169,#N/A,XM_006557353.1," PREDICTED: Apis mellifera uncharacterized LOC102656058 (LOC102656058), mRNA",-1.020375559,6.919096621,7.365231152,0.006649705,0.039751739,Reproductive
GB44643,FBgn0024921,XM_392373.5," PREDICTED: Apis mellifera transportin-1 (LOC408842), transcript variant X2, mRNA",-1.018876979,5.414629789,16.23531523,5.59E-05,0.001290004,Reproductive
GB44216,#N/A,XM_395227.5," PREDICTED: Apis mellifera metabotropic glutamate receptor 2 (mGlutR2), transcript variant X4, mRNA",-1.018415993,2.578668398,15.26816126,9.33E-05,0.001877371,Reproductive
GB51908,#N/A,XM_006558010.1," PREDICTED: Apis mellifera adenylate kinase 8-like (LOC100576953), mRNA",-1.016538091,-0.072965556,14.18818318,0.000165406,0.002912526,Reproductive
GB41011,#N/A,XM_003249567.2," PREDICTED: Apis mellifera uncharacterized LOC100578068 (LOC100578068), mRNA",-1.016066315,8.531038349,10.22814101,0.00138314,0.013294241,Reproductive
GB49560,#N/A,XR_408753.1," PREDICTED: Apis mellifera no mechanoreceptor potential B (nompB), transcript variant X8, misc_RNA",-1.016039449,3.147408561,14.00808145,0.000182027,0.003121982,Reproductive
GB47633,FBgn0038603,XM_396063.5," PREDICTED: Apis mellifera protein kinase D (PKD), transcript variant X2, mRNA",-1.014936335,2.818253074,24.23597189,8.52E-07,6.26E-05,Reproductive
GB52189,FBgn0037989,XM_006561249.1," PREDICTED: Apis mellifera probable phospholipid-transporting ATPase ID-like (LOC413328), transcript variant X8, mRNA",-1.014135052,4.584674375,19.58058102,9.64E-06,0.000349061,Reproductive
GB40477,#N/A,XM_006559471.1," PREDICTED: Apis mellifera PDF receptor (pdfr), transcript variant X3, mRNA",-1.013924178,1.046126388,8.928736402,0.002807185,0.022252468,Reproductive
GB54269,FBgn0020370,XM_006564456.1," PREDICTED: Apis mellifera tripeptidyl-peptidase 2 (TppII), mRNA",-1.012363282,5.603332376,21.58395487,3.39E-06,0.000167093,Reproductive
GB40906,FBgn0011276,XM_001121011.3," PREDICTED: Apis mellifera uncharacterized LOC725127 (LOC725127), transcript variant X1, mRNA",-1.010918875,5.692685476,13.91176375,0.000191596,0.003242189,Reproductive
GB48394,#N/A,XR_409557.1," PREDICTED: Apis mellifera uncharacterized LOC102655334 (LOC102655334), ncRNA",-1.01052778,3.36958006,15.17237008,9.81E-05,0.001941621,Reproductive
GB47089,#N/A,XM_395910.5," PREDICTED: Apis mellifera uncharacterized LOC412453 (LOC412453), transcript variant X2, mRNA",-1.010165603,4.427672243,30.93757373,2.66E-08,5.26E-06,Reproductive
GB46058,#N/A,XM_001120391.3," PREDICTED: Apis mellifera La related protein (larp), transcript variant X1, mRNA",-1.010079437,1.955777154,13.3513066,0.000258243,0.00403315,Reproductive
GB52331,#N/A,XM_006558346.1," PREDICTED: Apis mellifera knirps (Knr), transcript variant X1, mRNA",-1.008323123,5.040156574,9.638906973,0.001904986,0.016869558,Reproductive
GB52149,#N/A,XR_409070.1," PREDICTED: Apis mellifera uncharacterized LOC102653863 (LOC102653863), ncRNA",-1.006451623,0.564766247,11.60414182,0.000658051,0.007923727,Reproductive
GB40749,FBgn0038626,XM_001121731.3," PREDICTED: Apis mellifera zinc finger and SCAN domain-containing protein 2-like (LOC725945), transcript variant X1, mRNA",-1.005071398,1.099517632,11.39188945,0.000737655,0.008596165,Reproductive
GB53151,FBgn0036121,XM_006558718.1," PREDICTED: Apis mellifera uncharacterized LOC100576765 (LOC100576765), mRNA",-1.004682645,1.240872039,10.79357814,0.001018528,0.010659472,Reproductive
GB49142,#N/A,XM_394687.4," PREDICTED: Apis mellifera discoidin domain-containing receptor 2-like (LOC411213), transcript variant X2, mRNA",-1.004506498,-0.221490884,7.543822922,0.006021615,0.036971497,Reproductive
GB40413,#N/A,XR_408387.1," PREDICTED: Apis mellifera uncharacterized LOC102656530 (LOC102656530), transcript variant X2, ncRNA",-1.004292459,0.706063473,8.777789618,0.003049205,0.023496813,Reproductive
GB51403,#N/A,#N/A,#N/A,-1.00328323,0.23505286,11.71913752,0.000618606,0.007593166,Reproductive
GB54900,#N/A,#N/A,#N/A,-1.00246778,1.840670361,15.15076863,9.93E-05,0.00195632,Reproductive
GB51766,#N/A,XM_006569840.1," PREDICTED: Apis mellifera MICAL-like protein (MICAL-like), mRNA",-1.001247596,2.37933331,16.01073031,6.30E-05,0.001417944,Reproductive
GB42665,#N/A,XM_394921.4," PREDICTED: Apis mellifera serine palmitoyltransferase 2-like (LOC411447), mRNA",-1.000639284,2.59581343,9.184247252,0.002441069,0.020138157,Reproductive
GB46150,#N/A,XM_006569875.1," PREDICTED: Apis mellifera meiosis-specific nuclear structural protein 1-like (LOC100577432), mRNA",-1.000542093,3.068550432,9.06184532,0.002609984,0.021096448,Reproductive
GB47845,FBgn0037212,NM_001079561.1," Apis mellifera nicotinic acetylcholine receptor alpha3 subunit (nAChRa3), mRNA",-0.998100313,4.83416507,15.4642276,8.41E-05,0.001733655,Reproductive
GB55155,#N/A,XM_006559024.1," PREDICTED: Apis mellifera uncharacterized LOC551609 (LOC551609), mRNA",-0.997285782,4.372522455,20.31897886,6.55E-06,0.000270667,Reproductive
GB49417,FBgn0032445,XM_001123319.3," PREDICTED: Apis mellifera PITH domain-containing protein GA19395-like (LOC727612), transcript variant X1, mRNA",-0.996609737,2.295345597,13.62715009,0.000222938,0.003613322,Reproductive
GB46213,FBgn0041186,XM_001122465.3," PREDICTED: Apis mellifera histone RNA hairpin-binding protein (Slbp), mRNA",-0.996303389,2.817745942,18.94837988,1.34E-05,0.000448545,Reproductive
GB41591,FBgn0028540,XM_003251812.2," PREDICTED: Apis mellifera glucose-6-phosphate 1-epimerase-like (LOC727456), mRNA",-0.995795544,5.632730616,18.15700975,2.03E-05,0.00060611,Reproductive
GB49671,#N/A,#N/A,#N/A,-0.995538177,0.861243976,8.112410988,0.004396322,0.029958572,Reproductive
GB53326,#N/A,XM_003250983.2," PREDICTED: Apis mellifera uncharacterized LOC100576167 (LOC100576167), transcript variant X1, mRNA",-0.995224059,0.426396969,7.090338745,0.00775006,0.04437335,Reproductive
GB44315,#N/A,XM_003251176.2," PREDICTED: Apis mellifera uncharacterized LOC552505 (LOC552505), transcript variant X1, mRNA",-0.995057078,6.196866986,9.421328979,0.00214476,0.018320279,Reproductive
