GeneID,D_melanogaster_Protein_ID,D_melanogaster_Gene_ID,accession,Gene_name
GB45133,#N/A,#N/A,XM_393809.5," PREDICTED: Apis mellifera zinc finger protein 341-like (LOC410328), transcript variant X2, mRNA"
GB45134,#N/A,#N/A,XM_006566355.1," PREDICTED: Apis mellifera membrane metallo-endopeptidase-like 1-like (LOC100577845), mRNA"
GB45135,FBpp0070861,FBgn0028982,NM_001277299.1," Apis mellifera transcription elongation factor SPT6-like (LOC410331), mRNA"
GB45137,FBpp0293447,FBgn0051641,XM_006566363.1," PREDICTED: Apis mellifera uncharacterized LOC552651 (LOC552651), transcript variant X1, mRNA"
GB45138,FBpp0111893,FBgn0030505,XM_006566758.1," PREDICTED: Apis mellifera Rel NFAT transcription factor (NFAT), partial mRNA"
GB45139,#N/A,#N/A,XM_001122620.3," PREDICTED: Apis mellifera uncharacterized LOC726903 (LOC726903), mRNA"
GB45140,FBpp0079456,FBgn0032129,XM_006566373.1," PREDICTED: Apis mellifera junctophilin-1-like (LOC552577), transcript variant X3, mRNA"
GB45141,#N/A,#N/A,XM_003250795.2," PREDICTED: Apis mellifera junctophilin-1-like (LOC552577), transcript variant X1, mRNA"
GB45142,FBpp0078365,FBgn0037363,XM_006566374.1," PREDICTED: Apis mellifera uncharacterized LOC408358 (LOC408358), transcript variant X1, mRNA"
GB45143,FBpp0085657,FBgn0002716,XM_001122679.3," PREDICTED: Apis mellifera meiotic W68 (mei-W68), mRNA"
GB45144,#N/A,#N/A,XM_006566382.1," PREDICTED: Apis mellifera varicose (vari), transcript variant X1, mRNA"
GB45145,FBpp0088886,FBgn0250785,XM_391909.4," PREDICTED: Apis mellifera varicose (vari), transcript variant X5, mRNA"
GB45146,FBpp0075398,FBgn0036489,XM_393819.5," PREDICTED: Apis mellifera endoplasmic reticulum-Golgi intermediate compartment protein 3-like (LOC410338), transcript variant X1, mRNA"
GB45147,FBpp0079090,FBgn0031913,XM_624820.4," PREDICTED: Apis mellifera clavesin-2-like (LOC552447), mRNA"
GB45148,#N/A,#N/A,XM_001122721.3," PREDICTED: Apis mellifera clavesin-1-like (LOC727007), mRNA"
GB45149,FBpp0080778,FBgn0032785,XM_006566392.1," PREDICTED: Apis mellifera alpha-tocopherol transfer protein-like (LOC552408), mRNA"
GB45150,FBpp0085252,FBgn0023416,XM_006566245.1," PREDICTED: Apis mellifera adenylate cyclase 3 (Ac3), transcript variant X1, mRNA"
GB45151,FBpp0074721,FBgn0260653,XM_391915.4," PREDICTED: Apis mellifera serpentine (serp), transcript variant X2, mRNA"
GB45152,FBpp0291538,FBgn0261341,XM_623720.4," PREDICTED: Apis mellifera vermiform (verm), transcript variant X1, mRNA"
GB45153,FBpp0078847,FBgn0031771,XM_391916.5," PREDICTED: Apis mellifera NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa (Ndufv1), transcript variant X2, mRNA"
GB45154,#N/A,#N/A,NM_001278680.1," Apis mellifera ADP-ribosylation factor-like protein 2-binding protein-like (LOC552232), mRNA"
GB45155,FBpp0079659,FBgn0032210,XM_393824.4," PREDICTED: Apis mellifera cylindromatosis (CYLD), transcript variant X1, mRNA"
GB45156,FBpp0079785,FBgn0032339,XM_006566402.1," PREDICTED: Apis mellifera WD repeat-containing protein 59 homolog (LOC410345), transcript variant X1, mRNA"
GB45157,FBpp0072641,FBgn0013753,XM_393827.5," PREDICTED: Apis mellifera big brother (Bgb), transcript variant 1, mRNA"
GB45158,FBpp0087462,FBgn0050010,XM_393829.4," PREDICTED: Apis mellifera UPF0598 protein C8orf82 homolog (LOC410349), mRNA"
GB45159,FBpp0083838,FBgn0039109,XM_006566411.1," PREDICTED: Apis mellifera cation transport regulator-like protein 1-like (LOC408369), partial mRNA"
GB45160,#N/A,#N/A,XR_410598.1," PREDICTED: Apis mellifera uncharacterized LOC100578357 (LOC100578357), ncRNA"
GB45161,#N/A,#N/A,XR_410610.1," PREDICTED: Apis mellifera uncharacterized LOC100578438 (LOC100578438), transcript variant X3, ncRNA"
GB45162,#N/A,#N/A,XR_410610.1," PREDICTED: Apis mellifera uncharacterized LOC100578438 (LOC100578438), transcript variant X3, ncRNA"
GB45164,#N/A,#N/A,XR_410612.1," PREDICTED: Apis mellifera uncharacterized LOC100578475 (LOC100578475), transcript variant X2, ncRNA"
GB45165,#N/A,#N/A,XR_410625.1," PREDICTED: Apis mellifera uncharacterized LOC102655451 (LOC102655451), ncRNA"
GB45166,#N/A,#N/A,XR_410619.1," PREDICTED: Apis mellifera uncharacterized LOC102655300 (LOC102655300), ncRNA"
GB45167,FBpp0300515,FBgn0004587,XM_391860.5," PREDICTED: Apis mellifera serine-arginine protein 55 (B52), transcript variant X33, mRNA"
GB45169,#N/A,#N/A,XM_391860.5," PREDICTED: Apis mellifera serine-arginine protein 55 (B52), transcript variant X33, mRNA"
GB45170,#N/A,#N/A,XM_003250802.2," PREDICTED: Apis mellifera uncharacterized LOC100578547 (LOC100578547), transcript variant X1, mRNA"
GB45171,FBpp0077741,FBgn0010602,XM_006566415.1," PREDICTED: Apis mellifera lesswright (lwr), transcript variant X2, mRNA"
GB45172,FBpp0099770,FBgn0053544,XM_001120000.3," PREDICTED: Apis mellifera vitamin-K epoxide reductase (Vkor), transcript variant X1, mRNA"
GB45173,FBpp0301766,FBgn0260938,XM_624123.4," PREDICTED: Apis mellifera uncharacterized LOC551735 (LOC551735), transcript variant X4, mRNA"
GB45174,FBpp0078699,FBgn0031692,NM_001011653.1," Apis mellifera troponin C type IIa (TpnCIIa), mRNA"
GB45175,FBpp0083981,FBgn0039140,XM_006566463.1," PREDICTED: Apis mellifera mitochondrial Rho (Miro), transcript variant X1, mRNA"
GB45177,FBpp0291798,FBgn0261548,XM_001121184.3," PREDICTED: Apis mellifera uncharacterized LOC725324 (LOC725324), transcript variant X1, mRNA"
GB45179,FBpp0073739,FBgn0030556,XM_397436.5," PREDICTED: Apis mellifera mRNA-capping-enzyme protein (mRNA-capping-enzyme), mRNA"
GB45180,#N/A,#N/A,XM_006566759.1," PREDICTED: Apis mellifera myosin-1-like (LOC100578575), mRNA"
GB45181,FBpp0076434,FBgn0035871,XM_624658.4," PREDICTED: Apis mellifera Bax inhibitor 1 (BaxI1), mRNA"
GB45183,FBpp0085627,FBgn0025720,XM_395484.5," PREDICTED: Apis mellifera arginyl-tRNA--protein transferase 1 (Ate1), transcript variant X4, mRNA"
GB45184,FBpp0085630,FBgn0034488,NM_001277300.1," Apis mellifera 2-hydroxyacyl-CoA lyase 1-like (LOC552738), mRNA"
GB45185,FBpp0080670,FBgn0025608,XM_006566479.1," PREDICTED: Apis mellifera Fas-associated factor (Faf), mRNA"
GB45186,#N/A,#N/A,XM_006566481.1," PREDICTED: Apis mellifera uncharacterized LOC100576532 (LOC100576532), mRNA"
GB45187,#N/A,#N/A,XM_006566483.1," PREDICTED: Apis mellifera integrin beta-nu-like (LOC100576742), transcript variant X2, mRNA"
GB45188,FBpp0077075,FBgn0031630,XM_006566489.1," PREDICTED: Apis mellifera epidermal retinol dehydrogenase 2-like (LOC552689), mRNA"
GB45189,FBpp0086384,FBgn0262166,XM_006566761.1," PREDICTED: Apis mellifera ubiquitin carboxyl-terminal hydrolase calypso-like (LOC725780), mRNA"
GB45191,#N/A,#N/A,XR_410639.1," PREDICTED: Apis mellifera uncharacterized LOC102654250 (LOC102654250), transcript variant X1, ncRNA"
GB45192,#N/A,#N/A,XM_391861.5," PREDICTED: Apis mellifera caveolin-2-like (LOC408310), transcript variant X2, mRNA"
GB45193,FBpp0078893,FBgn0031824,XM_393736.4," PREDICTED: Apis mellifera glutaryl-CoA dehydrogenase, mitochondrial (Gdch), mRNA"
GB45194,FBpp0086841,FBgn0020391,XM_391863.5," PREDICTED: Apis mellifera neurospecific receptor kinase (Nrk), transcript variant 2, mRNA"
GB45195,FBpp0086538,FBgn0033984,XM_006566512.1," PREDICTED: Apis mellifera protein lap1-like (LOC410256), mRNA"
GB45196,#N/A,#N/A,XM_624933.4," PREDICTED: Apis mellifera lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial-like (LOC552557), mRNA"
GB45197,FBpp0082569,FBgn0038325,XM_006566520.1," PREDICTED: Apis mellifera cysteine protease ATG4D-like (LOC410257), transcript variant X8, mRNA"
GB45198,#N/A,#N/A,XR_410656.1," PREDICTED: Apis mellifera ceramide kinase-like (LOC408315), transcript variant X11, misc_RNA"
GB45199,FBpp0078446,FBgn0037315,XM_006566529.1," PREDICTED: Apis mellifera ceramide kinase-like (LOC408315), transcript variant X4, mRNA"
GB45200,#N/A,#N/A,XR_410656.1," PREDICTED: Apis mellifera ceramide kinase-like (LOC408315), transcript variant X11, misc_RNA"
GB45201,#N/A,#N/A,XR_410658.1," PREDICTED: Apis mellifera uncharacterized LOC102656080 (LOC102656080), transcript variant X2, ncRNA"
GB45202,#N/A,#N/A,XM_006566538.1," PREDICTED: Apis mellifera uncharacterized LOC100577687 (LOC100577687), transcript variant X2, mRNA"
GB45206,#N/A,#N/A,XM_006566542.1," PREDICTED: Apis mellifera echinoderm microtubule-associated protein-like CG42247 (LOC410261), transcript variant X3, mRNA"
GB45207,FBpp0070873,FBgn0029870,XM_006566548.1," PREDICTED: Apis mellifera mitochondrial assembly regulatory factor (Marf), mRNA"
GB45208,FBpp0070300,FBgn0029594,XM_006566548.1," PREDICTED: Apis mellifera mitochondrial assembly regulatory factor (Marf), mRNA"
GB45209,#N/A,#N/A,XM_006566546.1," PREDICTED: Apis mellifera uncharacterized LOC102653994 (LOC102653994), mRNA"
GB45210,FBpp0079495,FBgn0025700,XM_001119895.3," PREDICTED: Apis mellifera translocon-associated protein subunit gamma-like (LOC725314), mRNA"
GB45211,FBpp0087280,FBgn0010423,XM_006566248.1," PREDICTED: Apis mellifera troponin C type I (TpnCI), transcript variant X1, mRNA"
GB45212,FBpp0271831,FBgn0039187,XM_006566764.1," PREDICTED: Apis mellifera uncharacterized protein KIAA0528-like (LOC411660), mRNA"
GB45213,FBpp0083990,FBgn0039184,XM_397379.5," PREDICTED: Apis mellifera acetate-CoA ligase 2 (LOC413942), transcript variant X2, mRNA"
GB45214,FBpp0071564,FBgn0026369,XM_006566554.1," PREDICTED: Apis mellifera Smad anchor for receptor activation (Sara), transcript variant X1, mRNA"
GB45215,FBpp0081369,FBgn0037606,XM_001122522.3," PREDICTED: Apis mellifera peroxisomal N(1)-acetyl-spermine/spermidine oxidase-like (LOC726801), mRNA"
GB45216,FBpp0083031,FBgn0011481,XM_006566563.1," PREDICTED: Apis mellifera sequence-specific single-stranded DNA-binding protein (Ssdp), transcript variant X1, mRNA"
GB45217,#N/A,#N/A,XM_006566567.1," PREDICTED: Apis mellifera sequence-specific single-stranded DNA-binding protein (Ssdp), transcript variant X5, mRNA"
GB45218,FBpp0072277,FBgn0035056,XM_391869.5," PREDICTED: Apis mellifera spatzle 6 (spz6), transcript variant 1, mRNA"
GB45220,FBpp0075919,FBgn0036144,XM_006566581.1," PREDICTED: Apis mellifera galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P (GlcAT-P), transcript variant X1, mRNA"
GB45221,FBpp0074078,FBgn0030749,XM_623346.4," PREDICTED: Apis mellifera annexin-B11-like (LOC409068), transcript variant X4, mRNA"
GB45222,#N/A,#N/A,XM_006566592.1," PREDICTED: Apis mellifera putative RNA-binding protein Luc7-like 2-like (LOC551987), transcript variant X2, mRNA"
GB45223,FBpp0074941,FBgn0036734,XM_006566596.1," PREDICTED: Apis mellifera putative RNA-binding protein Luc7-like 2-like (LOC551987), transcript variant X6, mRNA"
GB45224,#N/A,#N/A,XM_006566602.1," PREDICTED: Apis mellifera putative odorant receptor 63a-like (LOC100576153), mRNA"
GB45225,#N/A,#N/A,XM_624298.4," PREDICTED: Apis mellifera 26S proteasome non-ATPase regulatory subunit 2 (Psmd2), mRNA"
GB45227,FBpp0078180,FBgn0037185,XM_397355.4," PREDICTED: Apis mellifera transmembrane protein 64-like (LOC413916), transcript variant 1, mRNA"
GB45228,FBpp0297743,FBgn0263005,XM_003250828.2," PREDICTED: Apis mellifera chondroitin sulfate synthase 2-like (LOC100579040), mRNA"
GB45229,#N/A,#N/A,XM_006566611.1," PREDICTED: Apis mellifera uncharacterized LOC100576185 (LOC100576185), transcript variant X1, mRNA"
GB45230,FBpp0079609,FBgn0032244,XM_393747.4," PREDICTED: Apis mellifera replication factor C subunit 5-like (LOC410266), transcript variant X4, mRNA"
GB45231,#N/A,#N/A,XR_410724.1," PREDICTED: Apis mellifera replication factor C subunit 5-like (LOC410266), transcript variant X7, misc_RNA"
GB45235,FBpp0088737,FBgn0052206,XM_006566615.1," PREDICTED: Apis mellifera uncharacterized LOC724460 (LOC724460), mRNA"
GB45236,#N/A,#N/A,XR_410742.1," PREDICTED: Apis mellifera uncharacterized LOC102654866 (LOC102654866), transcript variant X2, ncRNA"
GB45237,#N/A,#N/A,XR_410740.1," PREDICTED: Apis mellifera uncharacterized LOC102654830 (LOC102654830), transcript variant X2, ncRNA"
GB45239,#N/A,#N/A,XM_006566622.1," PREDICTED: Apis mellifera uncharacterized LOC100576557 (LOC100576557), transcript variant X3, mRNA"
GB45240,#N/A,#N/A,XM_006566623.1," PREDICTED: Apis mellifera uncharacterized LOC100576557 (LOC100576557), transcript variant X4, mRNA"
GB45242,#N/A,#N/A,XR_410733.1," PREDICTED: Apis mellifera uncharacterized LOC100576629 (LOC100576629), ncRNA"
GB45244,#N/A,#N/A,XR_410748.1," PREDICTED: Apis mellifera uncharacterized LOC102654947 (LOC102654947), transcript variant X4, ncRNA"
GB45247,#N/A,#N/A,XM_006566632.1," PREDICTED: Apis mellifera uncharacterized LOC724685 (LOC724685), transcript variant X2, mRNA"
GB45248,FBpp0292927,FBgn0262032,XM_393637.5," PREDICTED: Apis mellifera C-type lectin 2 (CTL2), transcript variant X2, mRNA"
GB45249,#N/A,#N/A,XM_001120746.3," PREDICTED: Apis mellifera uncharacterized LOC724842 (LOC724842), transcript variant X1, mRNA"
GB45250,FBpp0085610,FBgn0034501,XM_006566767.1," PREDICTED: Apis mellifera uncharacterized LOC409595 (LOC409595), mRNA"
GB45251,FBpp0080409,FBgn0028375,XM_625145.4," PREDICTED: Apis mellifera ubiA prenyltransferase domain-containing protein 1 homolog (LOC552769), mRNA"
GB45252,FBpp0074842,FBgn0036826,XM_003250835.2," PREDICTED: Apis mellifera gametocyte-specific factor 1-like (LOC100577344), mRNA"
GB45253,#N/A,#N/A,XM_006566643.1," PREDICTED: Apis mellifera cytidine deaminase-like (LOC727234), transcript variant X2, mRNA"
GB45254,FBpp0070078,FBgn0023536,XM_006566645.1," PREDICTED: Apis mellifera ATP-binding cassette, sub-family B, member 10 (ABC10), mRNA"
GB45255,FBpp0079769,FBgn0024227,XM_625108.3," PREDICTED: Apis mellifera serine/threonine-protein kinase Ial (Ial), transcript variant X1, mRNA"
GB45256,#N/A,#N/A,XM_392998.5," PREDICTED: Apis mellifera uncharacterized LOC409491 (LOC409491), transcript variant X2, mRNA"
GB45257,FBpp0088522,FBgn0026316,XM_397261.5," PREDICTED: Apis mellifera ubiquitin-conjugating enzyme E2 L3-like (LOC413822), transcript variant 2, mRNA"
GB45258,FBpp0076393,FBgn0001248,XM_623670.4," PREDICTED: Apis mellifera isocitrate dehydrogenase (Idh), transcript variant 2, mRNA"
GB45259,FBpp0088895,FBgn0262160,XM_006566657.1," PREDICTED: Apis mellifera zinc finger protein 729-like (LOC410108), transcript variant X2, mRNA"
GB45260,#N/A,#N/A,XM_006566669.1," PREDICTED: Apis mellifera vacuolar protein sorting-associated protein 13C-like (LOC727221), mRNA"
GB45261,FBpp0078510,FBgn0037279,XM_392845.5," PREDICTED: Apis mellifera mannose-1-phosphate guanyltransferase beta (LOC409329), mRNA"
GB45263,FBpp0083176,FBgn0051221,XM_392764.5," PREDICTED: Apis mellifera prohormone-4 (LOC409241), mRNA"
GB45264,FBpp0077099,FBgn0031639,XM_395329.4," PREDICTED: Apis mellifera mitochondrial ribosomal protein S2 (mRpS2), mRNA"
GB45265,FBpp0087497,FBgn0033484,XM_006566671.1," PREDICTED: Apis mellifera MVPVPVHHMADELLRNGPDTVI-containing neuropeptide (LOC409634), transcript variant X2, mRNA"
GB45266,#N/A,#N/A,XM_003250880.2," PREDICTED: Apis mellifera uncharacterized LOC100576717 (LOC100576717), mRNA"
GB45267,FBpp0078891,FBgn0027496,XM_393329.4," PREDICTED: Apis mellifera poly(A) RNA polymerase gld-2 homolog A (Gld2), mRNA"
GB45269,#N/A,#N/A,XM_393329.4," PREDICTED: Apis mellifera poly(A) RNA polymerase gld-2 homolog A (Gld2), mRNA"
GB45270,FBpp0301888,FBgn0038934,XM_393329.4," PREDICTED: Apis mellifera poly(A) RNA polymerase gld-2 homolog A (Gld2), mRNA"
GB45271,#N/A,#N/A,XR_410760.1," PREDICTED: Apis mellifera uncharacterized LOC100578596 (LOC100578596), transcript variant X8, ncRNA"
GB45272,FBpp0080324,FBgn0001987,XM_396706.4," PREDICTED: Apis mellifera gliotactin (Gli), transcript variant X2, mRNA"
GB45273,FBpp0086892,FBgn0033794,XM_006566680.1," PREDICTED: Apis mellifera uncharacterized LOC102654713 (LOC102654713), mRNA"
GB45274,#N/A,#N/A,XM_006566685.1," PREDICTED: Apis mellifera uncharacterized LOC100578745 (LOC100578745), transcript variant X2, mRNA"
GB45275,FBpp0074608,FBgn0003124,XM_396707.4," PREDICTED: Apis mellifera serine/threonine-protein kinase polo (polo), transcript variant X3, mRNA"
GB45277,#N/A,#N/A,XM_006566700.1," PREDICTED: Apis mellifera multidrug resistance-associated protein 4-like (LOC551061), transcript variant X3, mRNA"
GB45278,#N/A,#N/A,XM_006566769.1," PREDICTED: Apis mellifera probable multidrug resistance-associated protein lethal(2)03659-like (LOC725051), mRNA"
GB45279,FBpp0084214,FBgn0039336,XM_006566703.1," PREDICTED: Apis mellifera uncharacterized LOC725822 (LOC725822), mRNA"
GB45280,FBpp0083163,FBgn0038683,XM_395866.5," PREDICTED: Apis mellifera mitochondrial import inner membrane translocase subunit TIM44-like (LOC412409), transcript variant 1, mRNA"
GB45281,FBpp0081568,FBgn0002431,XM_006566708.1," PREDICTED: Apis mellifera E3 ubiquitin-protein ligase hyd (hyd), transcript variant X3, mRNA"
GB45282,FBpp0077702,FBgn0031286,XM_395025.4," PREDICTED: Apis mellifera Williams-Beuren syndrome chromosomal region 16 protein homolog (LOC411554), transcript variant X4, mRNA"
GB45283,#N/A,#N/A,XM_006566711.1," PREDICTED: Apis mellifera uncharacterized LOC725984 (LOC725984), mRNA"
GB45284,FBpp0086847,FBgn0027079,XM_006566718.1," PREDICTED: Apis mellifera valyl-tRNA synthetase (Aats-val), transcript variant X1, mRNA"
GB45285,FBpp0078532,FBgn0037270,XM_396596.5," PREDICTED: Apis mellifera eukaryotic translation initiation factor 3 subunit F-1 (LOC413145), mRNA"
GB45286,FBpp0084761,FBgn0029176,XM_006566723.1," PREDICTED: Apis mellifera uncharacterized LOC551211 (LOC551211), mRNA"
GB45287,FBpp0298290,FBgn0261954,XM_006566770.1," PREDICTED: Apis mellifera nuclear anchorage protein 1-like (LOC102655980), mRNA"
GB45288,FBpp0073806,FBgn0030584,XM_625210.4," PREDICTED: Apis mellifera glutaredoxin 2 (Grx2), transcript variant X4, mRNA"
GB45289,#N/A,#N/A,NM_001252019.1," Apis mellifera potassium voltage-gated channel protein eag-like (LOC100820634), mRNA"
GB45290,#N/A,#N/A,XR_410770.1," PREDICTED: Apis mellifera uncharacterized LOC102653896 (LOC102653896), transcript variant X1, ncRNA"
GB45291,#N/A,#N/A,XR_410768.1," PREDICTED: Apis mellifera uncharacterized LOC100576585 (LOC100576585), transcript variant X2, ncRNA"
GB45292,FBpp0110308,FBgn0000535,NM_001252019.1," Apis mellifera potassium voltage-gated channel protein eag-like (LOC100820634), mRNA"
GB45293,#N/A,#N/A,NM_001252019.1," Apis mellifera potassium voltage-gated channel protein eag-like (LOC100820634), mRNA"
GB45294,FBpp0071085,FBgn0029977,XM_006566735.1," PREDICTED: Apis mellifera uncharacterized protein C16orf73 homolog (LOC100576947), mRNA"
GB45295,FBpp0077140,FBgn0031609,XM_003250847.2," PREDICTED: Apis mellifera uncharacterized LOC100576744 (LOC100576744), transcript variant X1, mRNA"
GB45296,FBpp0070906,FBgn0029878,XM_395464.5," PREDICTED: Apis mellifera protein interacting with APP tail-1 (Pat1), mRNA"
GB45297,#N/A,#N/A,XM_003250851.2," PREDICTED: Apis mellifera zinc finger FYVE domain-containing protein 1-like (LOC409941), mRNA"
GB45298,FBpp0071036,FBgn0029504,XM_006566742.1," PREDICTED: Apis mellifera uncharacterized LOC552820 (LOC552820), mRNA"
GB45299,#N/A,#N/A,XM_006566745.1," PREDICTED: Apis mellifera interference hedgehog-like (LOC409942), transcript variant X3, mRNA"
GB45300,FBpp0113020,FBgn0040388,XM_393434.4," PREDICTED: Apis mellifera interference hedgehog-like (LOC409942), transcript variant X9, mRNA"
GB45301,#N/A,#N/A,XM_003250884.2," PREDICTED: Apis mellifera uncharacterized LOC100577103 (LOC100577103), mRNA"
GB45303,FBpp0086993,FBgn0033761,XM_393002.5," PREDICTED: Apis mellifera enoyl-CoA hydratase domain-containing protein 2, mitochondrial-like (LOC409494), transcript variant 1, mRNA"
GB45304,FBpp0083138,FBgn0038660,XM_623275.3," PREDICTED: Apis mellifera n-sulphoglucosamine sulphohydrolase-like (LOC550884), mRNA"
